Edge,Weight
"(113, 93)",0.0003699415483424673
"(113, 94)",3.054603051833027e-08
"(113, 107)",5.544142592253734e-06
"(113, 108)",0.0026389592446503228
"(113, 109)",0.1636595384310931
"(113, 110)",1.3657072067303488e-05
"(113, 111)",0.00562341945944354
"(113, 112)",0.07307364483363926
"(113, 114)",0.07181880560703575
"(113, 115)",3.119742759281508e-05
"(113, 116)",1.9866316139882655e-06
"(113, 117)",0.004822049980866723
"(113, 118)",0.001173273359599989
"(113, 119)",1.4891144747508634e-06
"(113, 121)",0.001390048066532472
"(113, 122)",1.0709021774530924e-05
"(114, 91)",5.3779616346893985e-08
"(114, 93)",0.0003080192768902634
"(114, 103)",5.030448175591513e-09
"(114, 104)",1.063206439648745e-06
"(114, 105)",1.5397859351651276e-05
"(114, 106)",5.294072795436478e-07
"(114, 107)",0.0010065754383492731
"(114, 108)",0.03648819536902011
"(114, 109)",0.000455009265060653
"(114, 111)",1.284748049883433e-06
"(114, 112)",0.0040551219077315185
"(114, 113)",0.07181880560703575
"(114, 115)",0.0009290226133089163
"(114, 116)",0.0007420219674531836
"(114, 117)",0.15097618215484546
"(114, 118)",1.8135634435338942e-05
"(114, 119)",3.466274741299458e-06
"(114, 120)",2.5084922864238026e-07
"(114, 121)",1.63114305075851e-05
"(114, 122)",3.0423391387845346e-09
"(114, 148)",2.842053127771749e-07
"(115, 2)",5.368700509293944e-06
"(115, 3)",1.4204511842494426e-08
"(115, 4)",0.0030976061860746996
"(115, 5)",6.341166927126498e-08
"(115, 6)",2.7235946558334947e-06
"(115, 7)",4.534986716765466e-08
"(115, 42)",1.358166940080291e-07
"(115, 43)",2.315348673331603e-08
"(115, 44)",0.002471245199740224
"(115, 45)",2.3387429053514097e-05
"(115, 46)",0.0007423845295852515
"(115, 89)",3.279954974289012e-09
"(115, 90)",1.3822565093675487e-08
"(115, 91)",4.528396203113516e-05
"(115, 92)",4.186560976791043e-06
"(115, 93)",0.31509857885539533
"(115, 94)",1.6344684640401396e-07
"(115, 95)",3.999170071153913e-06
"(115, 103)",5.106993627009615e-05
"(115, 104)",0.013414556789502968
"(115, 105)",0.0661955076828599
"(115, 106)",2.459200439659526e-06
"(115, 107)",0.003171001230390402
"(115, 108)",8.631294699625868e-05
"(115, 109)",5.245121607117653e-05
"(115, 112)",3.5389592021139114e-07
"(115, 113)",3.119742759281508e-05
"(115, 114)",0.0009290226133089163
"(115, 116)",0.0026222675605094992
"(115, 117)",6.77742153982308e-05
"(115, 118)",0.0013248440392999328
"(115, 119)",0.028189193561993307
"(115, 120)",1.6051300190156327e-06
"(115, 121)",4.262916178134187e-07
"(115, 122)",9.94444121108791e-07
"(115, 124)",4.136157674849983e-06
"(115, 127)",1.423022643365357e-05
"(115, 129)",9.18586955726572e-07
"(115, 141)",0.00012137289028032683
"(115, 142)",7.150491752907191e-08
"(115, 144)",2.739245095426668e-06
"(115, 145)",2.4472743260730566e-05
"(115, 148)",8.08389458484271e-06
"(115, 150)",6.049819922395727e-06
"(116, 2)",6.719938836964371e-09
"(116, 4)",3.582245349598168e-07
"(116, 44)",1.2459546115067975e-08
"(116, 93)",2.6202994462209973e-06
"(116, 103)",7.866172667547744e-07
"(116, 104)",1.9087353280156094e-06
"(116, 105)",0.020199510557577013
"(116, 106)",4.0292030518283166e-08
"(116, 107)",9.902865646388397e-07
"(116, 108)",1.3992522388761585e-07
"(116, 113)",1.9866316139882655e-06
"(116, 114)",0.0007420219674531836
"(116, 115)",0.0026222675605094992
"(116, 117)",0.029107609826751285
"(116, 118)",6.971520871843495e-06
"(116, 119)",0.004367647650069557
"(116, 120)",0.021901926214341075
"(116, 121)",6.427508293427309e-06
"(116, 122)",3.51810768934599e-08
"(116, 123)",2.279035599790324e-07
"(116, 124)",6.374122273200556e-06
"(116, 127)",2.000634888759123e-06
"(116, 141)",1.8606675926235993e-07
"(116, 144)",1.3742283917963506e-05
"(116, 145)",0.00012840428555136897
"(116, 146)",4.088035652754894e-08
"(116, 147)",6.214536186988084e-08
"(116, 148)",0.07554919603280723
"(116, 149)",3.0232148128561674e-05
"(116, 150)",0.0008450746633388916
"(116, 152)",1.7394210806403454e-08
"(117, 93)",2.693900341981248e-06
"(117, 105)",4.531613314072306e-06
"(117, 107)",4.5811159418118414e-07
"(117, 108)",6.657929552318365e-06
"(117, 109)",3.1104500544643087e-06
"(117, 112)",4.719429824149301e-06
"(117, 113)",0.004822049980866723
"(117, 114)",0.15097618215484546
"(117, 115)",6.77742153982308e-05
"(117, 116)",0.029107609826751285
"(117, 118)",0.0001225768829226581
"(117, 119)",5.4125639198900896e-05
"(117, 120)",0.00045445628139532344
"(117, 121)",0.006940733141964302
"(117, 122)",1.1116802999922016e-06
"(117, 123)",4.451116777359427e-08
"(117, 124)",4.780692324679592e-08
"(117, 148)",4.2623966501379075e-06
"(117, 150)",4.461473454200024e-08
"(118, 0)",1.6510257226591236e-07
"(118, 2)",2.9294362878609093e-05
"(118, 4)",3.1315502887100685e-06
"(118, 42)",0.0016108854600634004
"(118, 43)",2.248456219792452e-06
"(118, 44)",0.007605187532972195
"(118, 45)",1.2499408318071412e-06
"(118, 46)",5.263986599699264e-08
"(118, 89)",4.2782228841057684e-07
"(118, 90)",0.0009858438191463392
"(118, 91)",0.024306691477831918
"(118, 92)",2.790698183652296e-06
"(118, 93)",0.004782747258432209
"(118, 105)",2.1131212540797666e-07
"(118, 107)",1.076830233781132e-07
"(118, 108)",5.396403378199466e-07
"(118, 109)",0.0013777411193586885
"(118, 110)",7.061203971107172e-07
"(118, 111)",3.015788353195603e-06
"(118, 112)",3.989162277662217e-07
"(118, 113)",0.001173273359599989
"(118, 114)",1.8135634435338942e-05
"(118, 115)",0.0013248440392999328
"(118, 116)",6.971520871843495e-06
"(118, 117)",0.0001225768829226581
"(118, 119)",0.013971868579246802
"(118, 120)",9.8889134342528e-07
"(118, 121)",0.002170337367861066
"(118, 122)",0.30532871059840544
"(118, 123)",3.2187036731556875e-06
"(118, 124)",9.462997776495286e-05
"(118, 127)",6.476410666117762e-08
"(119, 0)",4.851672390202566e-06
"(119, 1)",1.6155810701367168e-07
"(119, 2)",0.0051063468945085335
"(119, 3)",3.524403141855456e-07
"(119, 4)",0.000656279054327058
"(119, 40)",1.707382113764185e-09
"(119, 41)",4.444791266357904e-08
"(119, 42)",0.00029711137453062973
"(119, 43)",5.519545345178177e-07
"(119, 44)",0.0012138072707644908
"(119, 45)",1.3398969079488977e-07
"(119, 46)",1.39046139096234e-07
"(119, 90)",1.184341812605549e-06
"(119, 91)",4.558022825889264e-06
"(119, 93)",0.00014975481327610395
"(119, 104)",1.2498434626547577e-06
"(119, 105)",0.0004362917847174685
"(119, 107)",6.45364709039244e-08
"(119, 109)",3.034109277747125e-07
"(119, 113)",1.4891144747508634e-06
"(119, 114)",3.466274741299458e-06
"(119, 115)",0.028189193561993307
"(119, 116)",0.004367647650069557
"(119, 117)",5.4125639198900896e-05
"(119, 118)",0.013971868579246802
"(119, 120)",0.0032434615670354104
"(119, 121)",3.443612986757216e-05
"(119, 122)",0.00046556104650790074
"(119, 123)",0.00015248553569904288
"(119, 124)",0.1240173352137208
"(119, 125)",7.4123635909018044e-06
"(119, 126)",2.4620583143786235e-07
"(119, 127)",0.001700395553780254
"(119, 128)",1.4296773986899325e-08
"(119, 129)",2.2834597901645333e-07
"(119, 141)",2.7032191858713425e-07
"(119, 145)",3.394038122678467e-05
"(119, 148)",1.3863340750503994e-05
"(119, 149)",1.3414084712692897e-06
"(119, 150)",0.002319074764382094
"(119, 151)",8.285446240208216e-08
"(119, 152)",4.236988512928974e-07
"(120, 0)",3.4546254034285556e-07
"(120, 2)",3.814696425638313e-07
"(120, 42)",1.6098503914725214e-08
"(120, 105)",3.828575004831691e-06
"(120, 114)",2.5084922864238026e-07
"(120, 115)",1.6051300190156327e-06
"(120, 116)",0.021901926214341075
"(120, 117)",0.00045445628139532344
"(120, 118)",9.8889134342528e-07
"(120, 119)",0.0032434615670354104
"(120, 121)",2.4186060077227012e-05
"(120, 122)",1.090027897951984e-06
"(120, 123)",0.0018567046867065074
"(120, 124)",0.0016282247562230622
"(120, 125)",0.0003160585999413001
"(120, 126)",2.6073332022613006e-07
"(120, 127)",4.260806702471362e-06
"(120, 145)",4.153363769034968e-06
"(120, 148)",0.00031587287779984765
"(120, 149)",0.0005197711870414423
"(120, 150)",0.010745928590413314
"(120, 151)",6.995850110566712e-07
"(120, 152)",1.9088726599392203e-08
"(121, 42)",4.232885243737883e-07
"(121, 91)",3.941703784471228e-08
"(121, 93)",1.3355071458101232e-07
"(121, 109)",2.36274768795397e-06
"(121, 111)",2.58210809383957e-07
"(121, 112)",7.703805211400236e-08
"(121, 113)",0.001390048066532472
"(121, 114)",1.63114305075851e-05
"(121, 115)",4.262916178134187e-07
"(121, 116)",6.427508293427309e-06
"(121, 117)",0.006940733141964302
"(121, 118)",0.002170337367861066
"(121, 119)",3.443612986757216e-05
"(121, 120)",2.4186060077227012e-05
"(121, 122)",0.008307227491168306
"(121, 123)",4.7832232426117116e-05
"(121, 124)",1.8289965510120965e-06
"(122, 0)",5.708006841587121e-05
"(122, 2)",8.149628140472487e-06
"(122, 41)",6.381052374848651e-07
"(122, 42)",0.021966243295464663
"(122, 43)",1.3977320664589547e-07
"(122, 44)",2.2143299601680156e-05
"(122, 90)",0.000679664547151333
"(122, 91)",6.71658551446086e-05
"(122, 93)",1.5472291278714619e-06
"(122, 109)",2.69805816249495e-06
"(122, 111)",5.110849939499601e-08
"(122, 113)",1.0709021774530924e-05
"(122, 114)",3.0423391387845346e-09
"(122, 115)",9.94444121108791e-07
"(122, 116)",3.51810768934599e-08
"(122, 117)",1.1116802999922016e-06
"(122, 118)",0.30532871059840544
"(122, 119)",0.00046556104650790074
"(122, 120)",1.090027897951984e-06
"(122, 121)",0.008307227491168306
"(122, 123)",0.003627197101559432
"(122, 124)",0.0003735330245035584
"(123, 0)",0.01556140341097489
"(123, 1)",3.217737834783204e-08
"(123, 2)",7.607451322044767e-06
"(123, 41)",1.3377385664625763e-05
"(123, 42)",0.00014449933355990653
"(123, 116)",2.279035599790324e-07
"(123, 117)",4.451116777359427e-08
"(123, 118)",3.2187036731556875e-06
"(123, 119)",0.00015248553569904288
"(123, 120)",0.0018567046867065074
"(123, 121)",4.7832232426117116e-05
"(123, 122)",0.003627197101559432
"(123, 124)",0.05352196286432445
"(123, 125)",0.0025057467302394797
"(123, 126)",1.3131210789474324e-06
"(123, 127)",1.51025972495621e-07
"(123, 150)",4.112612850946107e-06
"(124, 0)",0.021967004442121834
"(124, 1)",8.292621917462384e-05
"(124, 2)",0.07523460651747882
"(124, 3)",4.286102022757546e-07
"(124, 4)",7.722049086851257e-06
"(124, 40)",1.2394066816057147e-06
"(124, 41)",0.0001509805813134335
"(124, 42)",0.007169654933968559
"(124, 43)",4.765470900025548e-07
"(124, 44)",1.2037470735322131e-05
"(124, 90)",7.319795043514432e-07
"(124, 93)",4.936561906519876e-09
"(124, 105)",2.453415359582323e-07
"(124, 115)",4.136157674849983e-06
"(124, 116)",6.374122273200556e-06
"(124, 117)",4.780692324679592e-08
"(124, 118)",9.462997776495286e-05
"(124, 119)",0.1240173352137208
"(124, 120)",0.0016282247562230622
"(124, 121)",1.8289965510120965e-06
"(124, 122)",0.0003735330245035584
"(124, 123)",0.05352196286432445
"(124, 125)",0.01003800415317528
"(124, 126)",0.00023302927591430488
"(124, 127)",0.002097936275822576
"(124, 128)",5.845773591772741e-07
"(124, 145)",1.0022841931345284e-06
"(124, 148)",3.302317311843023e-08
"(124, 149)",2.8546554087682807e-07
"(124, 150)",0.0017625728735583834
"(124, 151)",4.570924122617726e-06
"(124, 152)",3.853091060790348e-07
"(125, 0)",0.0012342838394397405
"(125, 1)",0.0002982792006878299
"(125, 2)",1.788366198525182e-05
"(125, 41)",5.430382429378241e-06
"(125, 42)",3.4559472737782927e-07
"(125, 119)",7.4123635909018044e-06
"(125, 120)",0.0003160585999413001
"(125, 123)",0.0025057467302394797
"(125, 124)",0.01003800415317528
"(125, 126)",0.11763064736500382
"(125, 127)",5.688168623237289e-05
"(125, 128)",6.771654261328308e-08
"(125, 145)",1.0708807947068522e-07
"(125, 149)",1.6874104694579728e-05
"(125, 150)",0.0013504607260983903
"(125, 151)",0.0018630454101366922
"(125, 152)",9.027755807267113e-07
"(125, 153)",4.942849957363527e-08
"(126, 0)",7.598090982355643e-05
"(126, 1)",0.5528528090799227
"(126, 2)",6.996547710514279e-05
"(126, 3)",1.8423686513221692e-08
"(126, 39)",2.189526976187145e-08
"(126, 40)",2.8132856166962485e-06
"(126, 41)",7.870442794310704e-06
"(126, 42)",2.2815327974802584e-08
"(126, 119)",2.4620583143786235e-07
"(126, 120)",2.6073332022613006e-07
"(126, 123)",1.3131210789474324e-06
"(126, 124)",0.00023302927591430488
"(126, 125)",0.11763064736500382
"(126, 127)",0.0008365519451035652
"(126, 128)",0.00014559840523361344
"(126, 145)",2.616680803768645e-07
"(126, 146)",3.213256631368459e-08
"(126, 149)",9.032708216238916e-07
"(126, 150)",0.00018235225790704134
"(126, 151)",0.0955688372720033
"(126, 152)",5.639078360218264e-05
"(126, 153)",0.0005086006610508776
"(126, 180)",2.2925874114321232e-06
"(127, 0)",7.563836230417565e-07
"(127, 1)",0.001960970002655813
"(127, 2)",0.02497577517759055
"(127, 3)",0.00013582109594608482
"(127, 4)",0.013190596168860792
"(127, 5)",8.113077988980421e-08
"(127, 6)",1.9522512785030698e-07
"(127, 40)",2.461074670236485e-05
"(127, 41)",5.991443642277853e-08
"(127, 42)",9.96807868034466e-07
"(127, 43)",4.833979296847701e-07
"(127, 44)",9.945479636144228e-06
"(127, 103)",3.5188840347335954e-09
"(127, 104)",2.8541610682033715e-07
"(127, 105)",6.171808121280264e-05
"(127, 115)",1.423022643365357e-05
"(127, 116)",2.000634888759123e-06
"(127, 118)",6.476410666117762e-08
"(127, 119)",0.001700395553780254
"(127, 120)",4.260806702471362e-06
"(127, 123)",1.51025972495621e-07
"(127, 124)",0.002097936275822576
"(127, 125)",5.688168623237289e-05
"(127, 126)",0.0008365519451035652
"(127, 128)",0.006380314653506502
"(127, 129)",0.0034200469619827343
"(127, 130)",1.2488359416806817e-06
"(127, 138)",2.775274445542035e-08
"(127, 141)",1.628857199762024e-05
"(127, 142)",0.00014659142611890276
"(127, 144)",1.1298859412355528e-07
"(127, 145)",0.012515195306041277
"(127, 146)",1.4156125682802668e-05
"(127, 148)",2.1595672588148318e-06
"(127, 149)",6.015643877503862e-06
"(127, 150)",0.05065621979068965
"(127, 151)",0.002016478053992614
"(127, 152)",0.05349591413512826
"(127, 153)",0.00012251640696376854
"(127, 154)",6.792470410346141e-06
"(127, 155)",8.555943919930087e-07
"(127, 179)",3.808344273465991e-06
"(127, 180)",1.6722529030843703e-07
"(128, 1)",0.0459691671654582
"(128, 2)",0.0005307078682380962
"(128, 3)",0.01039055518223904
"(128, 4)",7.601224158861442e-05
"(128, 5)",7.367138613290081e-07
"(128, 6)",2.553831224014138e-09
"(128, 30)",8.18550200776258e-08
"(128, 33)",6.57981739823299e-05
"(128, 34)",3.106400412988819e-07
"(128, 37)",9.110216593586429e-08
"(128, 38)",1.122514782112835e-05
"(128, 39)",2.455195273931565e-07
"(128, 40)",0.019937427381519227
"(128, 41)",7.41662259557717e-08
"(128, 43)",1.5806058831913107e-06
"(128, 44)",4.875593611031014e-08
"(128, 119)",1.4296773986899325e-08
"(128, 124)",5.845773591772741e-07
"(128, 125)",6.771654261328308e-08
"(128, 126)",0.00014559840523361344
"(128, 127)",0.006380314653506502
"(128, 129)",0.001894459096947685
"(128, 130)",0.00036451054398639826
"(128, 131)",4.8637203758609824e-08
"(128, 138)",5.037695747546708e-08
"(128, 141)",7.218475255577991e-09
"(128, 142)",2.867637091981123e-06
"(128, 145)",7.506077669106049e-07
"(128, 150)",6.635451817871285e-07
"(128, 151)",2.37995468387453e-05
"(128, 152)",0.0003255176078891964
"(128, 153)",0.5531331657804549
"(128, 154)",0.0003496922091653687
"(128, 155)",0.033246571868658065
"(128, 156)",3.274852988255361e-07
"(128, 157)",2.2724135121309546e-07
"(128, 158)",4.853308065548845e-06
"(128, 159)",9.642241243668082e-08
"(128, 179)",1.418763852285565e-06
"(128, 180)",3.094961133456309e-05
"(128, 181)",2.3785207576820678e-07
"(128, 182)",0.00026112804298463745
"(128, 183)",3.8996349535875536e-08
"(128, 184)",8.977449496611809e-06
"(129, 1)",5.336081591167385e-07
"(129, 2)",7.405236380009228e-06
"(129, 3)",0.0005265766099182656
"(129, 4)",0.05061521367169917
"(129, 5)",6.41523823605894e-05
"(129, 6)",0.004508816095185466
"(129, 7)",5.764778975247964e-07
"(129, 8)",1.872827545386756e-08
"(129, 26)",5.517182232811743e-09
"(129, 30)",4.6096270953199794e-07
"(129, 33)",1.9864717469374105e-08
"(129, 40)",1.5888126084462328e-06
"(129, 43)",1.1045094396208194e-07
"(129, 44)",1.411292956561283e-06
"(129, 45)",1.1250447314026246e-06
"(129, 46)",1.0014395277266886e-05
"(129, 103)",3.346013457059973e-06
"(129, 104)",1.7544692094588755e-05
"(129, 105)",9.142999822415731e-06
"(129, 115)",9.18586955726572e-07
"(129, 119)",2.2834597901645333e-07
"(129, 127)",0.0034200469619827343
"(129, 128)",0.001894459096947685
"(129, 130)",0.016477233658079057
"(129, 131)",0.0004710822604135956
"(129, 132)",8.793408262874891e-08
"(129, 133)",1.2171555264117728e-07
"(129, 134)",4.434551937038123e-06
"(129, 137)",1.0216107648375328e-06
"(129, 138)",0.013818037027958781
"(129, 139)",4.1599279740012205e-07
"(129, 140)",6.769271019280154e-08
"(129, 141)",0.012579460733104498
"(129, 142)",0.05914517090655863
"(129, 143)",9.375250471777008e-07
"(129, 144)",4.7681076580374794e-07
"(129, 145)",0.0004336445864464622
"(129, 146)",8.979483218496398e-07
"(129, 150)",1.3215211571093733e-06
"(129, 151)",2.3407636092542817e-07
"(129, 152)",0.0017430058697937055
"(129, 153)",1.6506502187780825e-05
"(129, 154)",0.05378179641440511
"(129, 155)",0.0003048711061637732
"(129, 156)",1.6265016130034837e-06
"(129, 158)",2.2509857369357178e-06
"(129, 159)",7.938228871353204e-05
"(129, 171)",7.278023502784755e-09
"(129, 174)",4.768729483657808e-05
"(129, 179)",8.492389181810722e-05
"(129, 180)",6.764034690576182e-08
"(129, 181)",1.3519266218864346e-06
"(129, 182)",5.187538601347796e-07
"(130, 2)",3.100234359720844e-07
"(130, 3)",0.013763762402813882
"(130, 4)",0.0002618677748250775
"(130, 5)",0.019254010641016065
"(130, 6)",0.001059817425266374
"(130, 7)",5.390683475781089e-07
"(130, 8)",5.6086478575707585e-05
"(130, 23)",2.9761088775972064e-08
"(130, 26)",0.0004788427562016295
"(130, 27)",2.4211085906244988e-06
"(130, 29)",1.0291090792975411e-05
"(130, 30)",0.02188443875173107
"(130, 31)",4.5540917131407085e-07
"(130, 33)",0.00021084175827127183
"(130, 34)",1.7866193086035765e-05
"(130, 38)",4.5957813587727795e-07
"(130, 40)",2.023591952138304e-05
"(130, 43)",3.3694565314590364e-06
"(130, 44)",3.0227771393498413e-07
"(130, 45)",5.757978763938354e-06
"(130, 46)",9.415090143249927e-07
"(130, 84)",2.3051553878872255e-06
"(130, 89)",7.380096279874238e-08
"(130, 127)",1.2488359416806817e-06
"(130, 128)",0.00036451054398639826
"(130, 129)",0.016477233658079057
"(130, 131)",0.12724644335714402
"(130, 132)",1.163869729225553e-05
"(130, 133)",3.7850928151783593e-07
"(130, 134)",6.485750786850986e-06
"(130, 138)",0.0006970966649532783
"(130, 141)",2.276045928439885e-06
"(130, 142)",1.987843471340511e-06
"(130, 152)",6.692004793746294e-08
"(130, 153)",1.2055442754643764e-06
"(130, 154)",0.0007741971083305543
"(130, 155)",0.015705318725667893
"(130, 156)",1.4428878845365034e-05
"(130, 157)",3.632967945691235e-05
"(130, 158)",0.04262547674123198
"(130, 159)",0.006020836896495894
"(130, 160)",5.402891318340153e-06
"(130, 174)",3.5745847873528484e-08
"(130, 181)",8.818640874507272e-09
"(130, 182)",4.216734239292919e-07
"(130, 183)",5.0300895350957465e-08
"(130, 184)",3.180476609093457e-05
"(131, 3)",9.491295130032994e-06
"(131, 4)",1.413899066006863e-05
"(131, 5)",0.006197463670396246
"(131, 6)",0.09867056322516873
"(131, 7)",0.0007319429841300007
"(131, 8)",0.026208758500870316
"(131, 9)",1.3787435256773505e-06
"(131, 12)",5.419082982598411e-06
"(131, 13)",8.822962022350112e-06
"(131, 20)",4.438814988230177e-06
"(131, 22)",5.913092465448244e-07
"(131, 23)",0.0001255872967414007
"(131, 24)",6.015346978660574e-07
"(131, 25)",2.4915258553193096e-07
"(131, 26)",0.01750456986716017
"(131, 27)",0.0003046976176665339
"(131, 29)",2.687436881387839e-06
"(131, 30)",0.002798940828652121
"(131, 31)",8.855286578087392e-08
"(131, 33)",5.3438915131066975e-08
"(131, 34)",2.8851431174563276e-08
"(131, 45)",1.5015858410833971e-05
"(131, 46)",2.9174074651905357e-05
"(131, 47)",1.7054574781170477e-08
"(131, 80)",6.737382197030683e-07
"(131, 81)",2.4078887614116733e-07
"(131, 84)",1.6923344448969148e-05
"(131, 104)",2.885558877273474e-07
"(131, 128)",4.8637203758609824e-08
"(131, 129)",0.0004710822604135956
"(131, 130)",0.12724644335714402
"(131, 132)",0.07664140364155174
"(131, 133)",0.0009752333430515137
"(131, 134)",0.00030604890310769405
"(131, 135)",1.9093945405014363e-07
"(131, 136)",3.9726170816807666e-09
"(131, 137)",3.2396323178431884e-05
"(131, 138)",0.02417139591213527
"(131, 141)",1.0466872886959963e-05
"(131, 142)",4.91525960453589e-07
"(131, 154)",1.83035548109011e-05
"(131, 155)",5.658288001821888e-06
"(131, 156)",7.925562210406286e-07
"(131, 157)",3.547115758273378e-07
"(131, 158)",0.0002893365234922385
"(131, 159)",0.019242407496203668
"(131, 160)",0.001721317428164184
"(131, 161)",1.2020438280160306e-05
"(131, 174)",1.3111785775716535e-08
"(132, 5)",3.56335624616122e-06
"(132, 6)",0.0006751636343142309
"(132, 7)",0.0017935230769217014
"(132, 8)",0.017443679078132844
"(132, 9)",4.15893477827467e-05
"(132, 10)",2.2168344834483378e-07
"(132, 11)",3.0166007626064583e-07
"(132, 12)",0.010371186923002824
"(132, 13)",0.003149122695904225
"(132, 14)",2.891435202911907e-06
"(132, 16)",9.61321741049541e-08
"(132, 18)",2.7204742991671083e-06
"(132, 19)",3.3095592516616535e-05
"(132, 20)",0.028961551902320935
"(132, 21)",1.946997856236976e-06
"(132, 22)",8.861615709065517e-05
"(132, 23)",0.02188210436492227
"(132, 24)",9.436505351914092e-06
"(132, 25)",1.0863994359056051e-06
"(132, 26)",0.006166024014237337
"(132, 27)",6.623683001635073e-05
"(132, 29)",5.00874653797112e-08
"(132, 30)",5.688944511348381e-06
"(132, 45)",3.815151190835094e-08
"(132, 46)",7.677264008520979e-07
"(132, 47)",2.1938133003127736e-08
"(132, 48)",5.186295695303045e-07
"(132, 70)",3.0406041928721093e-08
"(132, 71)",7.364473840709707e-07
"(132, 80)",2.3873647240471387e-07
"(132, 81)",3.352874803965733e-06
"(132, 84)",1.0133651199595307e-06
"(132, 129)",8.793408262874891e-08
"(132, 130)",1.163869729225553e-05
"(132, 131)",0.07664140364155174
"(132, 133)",0.1819817903265357
"(132, 134)",0.0002534739084876492
"(132, 135)",1.0038571981567656e-05
"(132, 136)",3.621740484049951e-06
"(132, 137)",0.0001651843061154068
"(132, 138)",0.00045724517018243206
"(132, 141)",5.0373668657219685e-08
"(132, 158)",3.4182007198069185e-07
"(132, 159)",0.00034930279336549576
"(132, 160)",0.05371835630852729
"(132, 161)",0.0009679702419089154
"(132, 162)",3.172578816247551e-05
"(132, 167)",2.55962639101881e-07
"(133, 6)",0.00014176459455029545
"(133, 7)",0.00018005076108238428
"(133, 8)",5.176735475203031e-06
"(133, 9)",1.6472789533321673e-07
"(133, 12)",0.0008075258637836669
"(133, 13)",2.1659390976935812e-06
"(133, 18)",8.121651513874894e-06
"(133, 19)",3.2536180123798885e-06
"(133, 20)",0.025562743731497903
"(133, 21)",6.400046002852378e-07
"(133, 22)",1.4628573314467986e-06
"(133, 23)",3.058782601783605e-05
"(133, 26)",1.1465547500506545e-05
"(133, 46)",4.096816170306994e-08
"(133, 48)",4.4609702950264473e-07
"(133, 67)",5.540071513552381e-07
"(133, 70)",4.9077906995390756e-08
"(133, 71)",8.501964427162657e-09
"(133, 95)",9.255934019236634e-09
"(133, 102)",1.6183023607271792e-06
"(133, 129)",1.2171555264117728e-07
"(133, 130)",3.7850928151783593e-07
"(133, 131)",0.0009752333430515137
"(133, 132)",0.1819817903265357
"(133, 134)",0.03538424129132181
"(133, 135)",0.0416399637516588
"(133, 136)",0.011560737616382539
"(133, 137)",0.007041557020274922
"(133, 138)",0.008295580735430122
"(133, 139)",9.840245978693928e-06
"(133, 140)",1.0257738161811857e-06
"(133, 141)",7.846325951943456e-07
"(133, 142)",8.125281243387405e-09
"(133, 154)",9.98961199982773e-08
"(133, 156)",1.0861569599285303e-08
"(133, 159)",0.0003784467369769118
"(133, 160)",0.01286636216857005
"(133, 161)",0.11658102311193944
"(133, 162)",0.01289029032806866
"(133, 163)",4.317543448451033e-06
"(133, 164)",1.9833466786276666e-08
"(133, 166)",1.1363359668621342e-05
"(133, 167)",0.00012832952254029806
"(133, 170)",8.100429079149763e-06
"(133, 171)",1.5685756941683046e-07
"(133, 174)",2.1185149568836436e-07
"(134, 6)",7.040107456077749e-06
"(134, 7)",8.417940396299173e-08
"(134, 8)",1.936057859485242e-09
"(134, 12)",3.761229194765292e-09
"(134, 20)",2.8771870030652736e-05
"(134, 22)",2.013919968835154e-07
"(134, 23)",3.668470552457076e-07
"(134, 26)",9.384420271771887e-06
"(134, 129)",4.434551937038123e-06
"(134, 130)",6.485750786850986e-06
"(134, 131)",0.00030604890310769405
"(134, 132)",0.0002534739084876492
"(134, 133)",0.03538424129132181
"(134, 135)",0.031357536483556034
"(134, 136)",6.174041866870539e-05
"(134, 137)",9.767402716533979e-06
"(134, 138)",0.049549741321243346
"(134, 139)",0.00012328053797318716
"(134, 140)",1.1902693913157237e-07
"(134, 141)",4.3861810362426666e-07
"(134, 142)",2.952512010665487e-06
"(134, 143)",6.813316451283086e-08
"(134, 154)",0.0002629698951204773
"(134, 155)",1.905529254031535e-07
"(134, 156)",0.0005077030769098201
"(134, 157)",3.19296475872477e-07
"(134, 158)",6.134489158426959e-07
"(134, 159)",0.22313730083405972
"(134, 160)",0.014556046751094983
"(134, 161)",0.27503150325268505
"(134, 162)",8.82439725887707e-05
"(134, 163)",3.9975064424879745e-06
"(134, 164)",2.9054007850959353e-06
"(134, 166)",3.195379545559263e-05
"(134, 167)",0.06169625292532146
"(134, 168)",4.395908186154429e-06
"(134, 169)",2.2471982688898605e-06
"(134, 170)",0.0032811292025144213
"(134, 171)",0.0034166903421282767
"(134, 173)",2.736429904066952e-07
"(134, 174)",0.00045359572726738406
"(134, 179)",9.86020262959513e-08
"(134, 181)",5.673047089089778e-06
"(135, 6)",2.406219287441761e-08
"(135, 12)",1.205003552406936e-07
"(135, 18)",6.222576980352556e-08
"(135, 20)",9.967947601353444e-05
"(135, 21)",1.0689321377901123e-08
"(135, 64)",8.717064539156389e-08
"(135, 67)",3.0229366999212525e-07
"(135, 102)",8.112727508562981e-07
"(135, 131)",1.9093945405014363e-07
"(135, 132)",1.0038571981567656e-05
"(135, 133)",0.0416399637516588
"(135, 134)",0.031357536483556034
"(135, 136)",0.18065874718129635
"(135, 137)",3.372948612195614e-05
"(135, 138)",0.00011387778247808456
"(135, 139)",0.0015302002892713064
"(135, 140)",2.488638595394832e-06
